Company_Brand,Sector,Stage,BIO,Year,HeadQuarter,Amount($)
Chara,Technology,Seed,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.",2021,Bangalore,
Sirona Hygiene,Health Care,Series,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,2021,Delhi,
Pristyn Care,Health Care,Series,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,2021,Gurugram,
TrulyMadly,Dating,Series,Trulymadly is a dating platform that uses a match making algorithm.,2021,Delhi,
Vidyakul,Technology,Seed,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,2021,Undisclosed,
Jambox Games,Gaming,Seed,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",2021,Bangalore,
Miko,Robotics,Undisclosed,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.",2021,Mumbai,
SuperK,Retail,Seed,SuperK is a full-stack solution to empower small format retail stores in India.,2021,"Small Towns, Andhra Pradesh",
TagZ Foods,Food,Series,TagZ Foods is a supplier of snacks and food products.,2021,Bangalore,
Fuel Buddy,Oil and Energy,Undisclosed,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,2021,Delhi,
M1xchange,Technology,Undisclosed,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,2021,Gurugram,
Spintly,Technology,Undisclosed,Wireless cloud based access control platform,2021,Goa,
EF Polymer,Technology,Undisclosed,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,2021,Rajsamand,
boAt,Electronics,Undisclosed,boAt is a consumer electronics and lifestyle company.,2021,Delhi,
TruNativ,Undisclosed,Seed,TruNativ Foods & Beverages Pvt Ltd,2021,Mumbai,
iBus,Telecommuncation,Undisclosed,iBus Networks is an in-building connectivity solutions company,2021,Bangalore,
Puresh Daily,Milk startup,Seed,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,2021,Ranchi,
LearnVern,Technology,Undisclosed,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,2021,Ahmedabad,
LimeChat,Artificial intelligence,Seed,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,2021,"Faridabad, Haryana",
Dybo,IT,Seed,Product Visualisation Technology for Commerce,2021,Bangalore,
moEVing,Logistics,Seed,"Delivering clean, cost-effective and efficient mobility solutions.",2021,Gurugram,
WeWork India,Hospitality,Undisclosed,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",2021,Bangalore,
Solethreads,Fashion,Series,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,2021,Gurugram,
Beldara,E-commerce,Undisclosed,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",2021,Mumbai,
CredFlow,Technology,Seed,CredFlow provides financial solutions to automate your cashflows.,2021,Delhi,
Do Your Thng,Marketing Services,Undisclosed,World's first shared economy platform for digital assets.,2021,Gurugram,
Oye Rickshaw,Transport Services,Undisclosed,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,2021,Gurugram,
Legitquest,Technology,Undisclosed,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,2021,Delhi,
Swiggy,Food delivery,Undisclosed,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,2021,Bangalore,
AntWak,Technology,Seed,AntWak provides a video platform for e-learning service.,2021,Bangalore,
PlayShifu,Technology,Series,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,2021,Bangalore,
Pitstop,Automotive,Series,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,2021,Bangalore,
Lendingkart,Technology,Dept,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,2021,Gujarat,
CRED,Technology,Series,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,2021,Bangalore,
Karnival,Internet Services,Seed,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2021,Bangalore,
PharmEasy,Health Care,Series,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",2021,Mumbai,
WESS,Renewable Energy,Seed,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,2021,Mumbai,
ShopSe,Technology,Undisclosed,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,2021,Mumbai,
Fantasy Akhada,Fantasy sports,Undisclosed,Fantasy Akhada offers fantasy sports platform for cricket and football.,2021,Gurugram,
Rage Coffee,Undisclosed,Series,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,2021,Delhi,
Groww,Technology,Series,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2021,Bangalore,
Avanti Finance,Technology,Series,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2021,Bangalore,
Kudos,Technology,Series,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",2021,Pune,
OfBusiness,Technology,Undisclosed,OfBusiness is a financing platform that offers smart financing to SMEs.,2021,Gurugram,
Superpro.ai,Video communication,Seed,Enabling independent professionals to bring offline consulting online with AI,2021,Bangalore,
ShareChat,Social Media,Undisclosed,ShareChat is a social networking and regional content platform.,2021,Bangalore,
WiT-ACE,Skill development,Seed,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2021,Gurugram,
Spinny,Retail,Series,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2021,Gurugram,
Alteria Capital,Technology,Dept,Alteria Capital is a Venture debt firm .,2021,Mumbai,
Safexpay,Technology,Undisclosed,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2021,Thane,
PumPumPum,Rental,Series,Pumpumpum is a car rental company.,2021,Gurugram,
Speciale Invest,Technology,Undisclosed,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,2021,Bangalore,
Eunimart,E-commerce,Series,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2021,Hyderabad,
Meesho,E-commerce,Undisclosed,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,2021,Bangalore,
CareerLabs,Technology,Undisclosed,"Aim to help students become future-ready, setting them on a path to success that suits them best.",2021,Bangalore,
Uable,Technology,Series,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,2021,Bangalore,
Zoko,Technology,Seed,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",2021,Bangalore,
GetWork,Recruitment,Seed,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2021,Gurugram,
Easebuzz,E-commerce,Series,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,2021,Pune,
Chingari,Social Media,Undisclosed,Chingari operates as a short video platform.,2021,Bangalore,
DusMinute,Retail,Series,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,2021,Bangalore,
Onsurity,Health Care,Undisclosed,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,2021,Bangalore,
Karbon Card,Technology,Undisclosed,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,2021,Bangalore,
Factors.AI,Internet Services,Undisclosed,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2021,Bangalore,2000000.0
Elevar,Sports,Undisclosed,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",2021,Mumbai,2000000.0
Studio Sirah,Undisclosed,Undisclosed,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,2021,Bangalore,800000.0
OTO Capital,Technology,Undisclosed,The Future Of Vehicle Ownership!,2021,Mumbai,6000000.0
1Bridge,Consumer Goods,Undisclosed,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",2021,Bangalore,2500000.0
Skeps,Technology,Undisclosed,"A blockchain products company, developing a proprietary product in the FinTech space",2021,Gurugram,9500000.0
Curefoods,Undisclosed,Undisclosed,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,2021,Bangalore,13000000.0
TartanSense,Technology,Undisclosed,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,Bangalore,5000000.0
Bewakoof,Apparel & Fashion,Undisclosed,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",2021,Mumbai,8000000.0
Kirana247,Logistics & Supply Chain,Undisclosed,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,Delhi,1000000.0
FanPlay,Undisclosed,Angel,A real money game app specializing in trivia games,2021,Undisclosed,
NeoDocs,Health Care,Undisclosed,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,Mumbai,
IsGoingOnline,Retail,Undisclosed,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,Cochin,200000.0
Camp K12,Technology,Undisclosed,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,Gurugram,12000000.0
Elda Health,Health Care,Undisclosed,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,Bangalore,1500000.0
Sporjo,Technology,Undisclosed,A one stop destination to build a successful career in the Indian sports industry!,2021,Mumbai,2000000.0
Advantage Club,Technology,Undisclosed,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",2021,Mumbai,1700000.0
SuperGaming,Gaming,Undisclosed,"At SuperGaming, building India's best gaming company.",2021,Pune,5500000.0
Ruptok,Technology,Undisclosed,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,Delhi,1000000.0
TartanSense,Technology,Series,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,Bangalore,5000000.0
Kirana247,Logistics & Supply Chain,Series,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,Delhi,1000000.0
NeoDocs,Health Care,Seed,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,Mumbai,
IsGoingOnline,Retail,Series,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,Cochin,200000.0
Camp K12,Technology,Series,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,Gurugram,12000000.0
Elda Health,Health Care,Seed,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,Bangalore,1500000.0
Sporjo,Technology,Series,A one stop destination to build a successful career in the Indian sports industry!,2021,Mumbai,2000000.0
SuperGaming,Gaming,Series,"At SuperGaming, building India's best gaming company.",2021,Pune,5500000.0
O’ Be Cocktails,Wine & Spirits,Undisclosed,India’s first and only Ready to Drink Premium Cocktails.,2021,Bangalore,400000.0
Zetwerk,Mechanical & Industrial Engineering,Series,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,Bangalore,150000000.0
AppsForBharat,Spiritual,Seed,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",2021,Bangalore,4000000.0
Imagimake,Consumer Goods,Undisclosed,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",2021,Mumbai,
Khatabook,Financial Services,Series,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,2021,Bangalore,100000000.0
Smytten,Consumer Goods,Series,India's largest premium discovery and trial platform!,2021,Gurugram,6000000.0
Syook,Industrial Automation,Series,Syook is building the next generation enterprise IOT platform.,2021,Bangalore,1000000.0
Akudo,Technology,Seed,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,2021,Bangalore,
NOTO,Consumer Goods,Series,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",2021,Mumbai,500000.0
Lumiq,Technology,Seed,Help enterprises monetize their data and reinvent the digital transformation journey.,2021,Noida,2000000.0
CommerceUp,Technology,Seed,Grow and manage ecommerce business from single dashboard,2021,Gurugram,
Breathe Well-being,Health Care,Series,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",2021,Gurugram,5500000.0
Hike,Technology,Undisclosed,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,2021,Delhi,
House of Kieraya,Lifestyle,Undisclosed,"House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco",2021,Bangalore,15000000.0
goEgoNetwork,Automotive,Undisclosed,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",2021,Pune,2000000.0
Probus,IoT,Bridge,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",2021,Delhi,500000.0
DrinkPrime,Consumer Goods,Undisclosed,India's Smartest Water Purifiers and are redefining water purifier ownership.,2021,Bangalore,1000000.0
Smart Express,Logistics,Seed,India’s Most Innovative and Awarded Express Logistics Company.,2021,Mumbai,10000000.0
Smallcase,Technology,Series,Smallcase is a new way to invest in the stock markets.,2021,Bangalore,40000000.0
SATYA MicroCapital,Banking,Undisclosed,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,2021,Delhi,10000000.0
Snack Amor,Undisclosed,Undisclosed,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",2021,Mumbai,
Postman,Technology,Series,Postman is the collaboration platform for API development.,2021,Bangalore,225000000.0
Hashnode,Technology,Series,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,2021,Bangalore,6700000.0
RACEnergy,Automotive,Seed,RACEnergy is working to power the future of mobility through clean and efficient technologies.,2021,Hyderabad,1300000.0
BharatPe,Technology,Dept,The vision to make financial inclusion a reality for Indian merchants.,2021,Delhi,20000000.0
Gyde,Technology,Seed,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",2021,Pune,250000.0
BatteryPool,Automotive,Seed,Building the Operating System for managing Electric Vehicles in fleets.,2021,Pune,
AgNext,Technology,Series,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",2021,Chandigarh,21000000.0
Xpresslane,Technology,Seed,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",2021,Bangalore,400000.0
LoanKuber,Digital mortgage,Series,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,2021,Delhi,1200000.0
OYO,Hospitality,Series,OYO is a global travel tech company that connects its patrons and guests.,2021,Gurugram,5000000.0
Rapido,Undisclosed,Undisclosed,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,2021,Bangalore,52000000.0
YPay,Technology,Undisclosed,YPay Card is the new way to manage money.,2021,Noida,400000.0
SleepyCat,Furniture,Undisclosed,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,2021,Mumbai,3800000.0
Ultrahuman,Health Care,Undisclosed,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,2021,Bangalore,17500000.0
UpScalio,E-commerce,Undisclosed,"UpScalio is India’s next generation, data-driven consumer goods company.",2021,Gurugram,42000000.0
Yellow Class,Technology,Undisclosed,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",2021,Gurugram,6000000.0
Yojak,B2B marketplace,Undisclosed,India’s first B2B online marketplace for building material.,2021,Gurugram,3800000.0
CreatorStack,Technology,Undisclosed,Helping creators globally to engage deeply with their fans and communities,2021,Bangalore,2000000.0
Expertrons,Technology,Undisclosed,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2021,Mumbai,2300000.0
Rage Coffee,Undisclosed,Undisclosed,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",2021,Delhi,5000000.0
Klub,Financial Services,Undisclosed,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,2021,Bangalore,20000000.0
Navia Life Care,Healtcare,Undisclosed,Navia Life Care is a health technlogy company with a special focus on patient care.,2021,Delhi,1000000.0
1K Kirana Bazaar,Retail,Undisclosed,India's First and Largest Network of Small-Town Kirana Stores,2021,Gurugram,7000000.0
Zupee,Gaming,Undisclosed,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",2021,Gurugram,30000000.0
Locale.ai,Location Analytics,Undisclosed,Location Analytics for Companies With Moving Assets and Ground Operations.,2021,Bangalore,1000000.0
VerSe Innovation,Media,Undisclosed,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",2021,Bangalore,450000000.0
MetroRide,Transport Services,Undisclosed,"Urban Mobility Affordable, Punctual & Sustainable.",2021,Bangalore,
Miko,Consumer Electronics,Undisclosed,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2021,Mumbai,28000000.0
Whiz League,Technology,Undisclosed,Revolutionizing learning experience that goes beyond academia,2021,Delhi,300000.0
Hash,Tobacco,Undisclosed,Hash is a new startup in consumer goods.,2021,Delhi,3500000.0
Unacademy,Technology,Undisclosed,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,2021,Bangalore,
Log 9 Materials,Deeptech,Series,Log9 Materials is on a mission to make global energy 100% clean.,2021,Bangalore,8500000.0
upGrad,Technology,Undisclosed,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",2021,Mumbai,25000000.0
FlashPrep,Technology,Seed,FlashPrep is the smart way to master learning.,2021,Bangalore,500000.0
Kenko Health,Insuretech,Series,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",2021,Mumbai,1700000.0
Wiz Freight,Logistics & Supply Chain,Seed,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",2021,Chennai,3500000.0
Credgenics,Financial Services,Series,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,2021,Delhi,25000000.0
BlueLearn,Technology,Seed,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",2021,Goa,400000.0
NimbleBox.ai,MLOps platform,Seed,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,2021,Chennai,1000000.0
Pickrr,Logistics & Supply Chain,Series,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,2021,Gurugram,12000000.0
Stellaris Venture Partners,Venture Capital,Undisclosed,Early-stage tech VC in India.,2021,Bangalore,225000000.0
Grip Invest,Financial Services,Series,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",2021,Gurugram,3000000.0
Heads Up For Tails,Pet care,Series,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",2021,Delhi,37000000.0
Blue Tokai Coffee Roasters,Undisclosed,Series,"Source, roast, and brew India's best single-origin Arabica coffee.",2021,Delhi,2000000.0
Neeman,Consumer Goods,Series,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2021,Hyderabad,2000000.0
BharatPe,Technology,Series,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,Delhi,370000000.0
GoSats,Technology,Seed,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,2021,Bangalore,700000.0
StockGro,Technology,Series,Making Investment Social- India's First Social Trading Platform,2021,Bangalore,5000000.0
Onsurity,Health Care,Series,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",2021,Bangalore,16000000.0
Khabri,Media,Series,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2021,Gurugram,2000000.0
Celcius,Logistics,Undisclosed,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,2021,Mumbai,500000.0
AyuRythm,Health Care,Seed,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,2021,Bangalore,
Enguru,Technology,Series,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,2021,Bangalore,
Rocket Skills,Technology,Seed,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,2021,Gurugram,200000.0
RenewBuy,Technology,Series,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",2021,Gurugram,10000000.0
Faarms,Technology,Seed,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2021,Bangalore,2000000.0
UrbanMatrix Technologies,Drone,Undisclosed,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,2021,Chennai,100000.0
Jupiter,Banking,Series,"A digital banking experience that keeps pace with you, and helps master money too.",2021,Mumbai,44000000.0
Pixuate,Deeptech,Seed,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",2021,Bangalore,1000000.0
Playo,Technology,Series,Playo is a one stop destination app for all things sports,2021,Bangalore,500000.0
Toothsi,Health Care,Series,India’s first and largest at home smile makeover service using invisible aligners.,2021,Mumbai,20000000.0
Soothe Healthcare,Consumer Goods,Series,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",2021,Delhi,10000000.0
Goodmeetings,Technology,Series,AI-Based Platform Built Exclusively for Remote Selling,2021,Bangalore,1700000.0
Apnaklub,Wholesale,Seed,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,2021,Bangalore,3500000.0
ChefKart,Consumer Goods,Seed,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",2021,Gurugram,300000.0
Fashinza,Apparel & Fashion,Series,A new-age supply chain and product development platform for the fashion industry.,2021,Gurugram,20000000.0
Fabheads,Industrial Automation,Series,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,2021,Chennai,
QuickShift,Logistics & Supply Chain,Seed,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",2021,Pune,770000.0
StackBOX,Logistics & Supply Chain,Undisclosed,DISTRIBUTION SIMPLIFIED,2021,Bangalore,1200000.0
MedPrime Technologies,Health Care,Seed,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",2021,Thane,
infra.market,Construction,Series,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,2021,Thane,125000000.0
CollegeDekho,E-learning,Series,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",2021,Gurgaon,35000000.0
BOX8,Undisclosed,Undisclosed,India's Largest Desi Meals Brand,2021,Mumbai,40000000.0
Simpl,Consumer Services,Series,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",2021,Bangalore,40000000.0
8i Ventures,Venture Capital & Private Equity,Undisclosed,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,2021,Mumbai,50000000.0
PayGlocal,Financial Services,Series,PayGlocal is a FinTech solving for global payments acceptance,2021,Bangalore,4900000.0
Curefit,Health Care,Undisclosed,Tata Digital-backed Curefit,2021,Bangalore,145000000.0
Pocket FM,OTT,Series,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",2021,Bangalore,22000000.0
CHARGE+ZONE,Automotive,Undisclosed,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,2021,Vadodara,10000000.0
PlanetSpark,Education,Series,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,2021,Gurugram,13000000.0
LenDenClub,Financial Services,Series,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,2021,Mumbai,10000000.0
CometChat,Technology,Series,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",2021,Mumbai,10000000.0
AgroStar,Technology,Series,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",2021,Pune,70000000.0
Bizongo,Undisclosed,Series,Bizongo is India’s largest B2B platform for made-to-order products.,2021,Mumbai,100000000.0
Probus Insurance,Insurance,Undisclosed,Probus Insurance is a leading InsurTech platform in India.,2021,Mumbai,6700000.0
MoEngage,Technology,Series,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,2021,Bangalore,30000000.0
CloudSEK,Technology,Series,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,2021,Bangalore,7000000.0
Exponent Energy,Automotive,Series,Simplifying energy for EVs by building a Flexible Energy Stack.,2021,Bangalore,5000000.0
Trinkerr,Capital Markets,Series,Trinkerr is India's first social trading platform.,2021,Bangalore,6600000.0
Zorro,Social network,Seed,Pseudonymous social network platform,2021,Gurugram,32000000.0
Ultraviolette,Automotive,Series,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021,Bangalore,150000000.0
NephroPlus,Health Care,Series,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2021,Hyderabad,24000000.0
Unremot,Undisclosed,Seed,Unremot is a personal office for consultants!,2021,Bangalore,700000.0
FanAnywhere,Financial Services,Seed,Celebrity NFT platform,2021,Bangalore,
PingoLearn,E-learning,Undisclosed,PingoLearn offers language learning courses with snackable videos.,2021,Pune,200000.0
Spry,Music,Seed,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021,Mumbai,1500000.0
Enmovil,Undisclosed,Series,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2021,Hyderabad,1300000.0
ASQI Advisors,Financial Services,Series,Bringing Blockchain technology intro mainstream finance!,2021,Mumbai,1000000.0
Insurance Samadhan,Insurance,Series,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2021,Delhi,725000.0
Evenflow Brands,Consumer Goods,Undisclosed,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2021,Mumbai,500000.0
MasterChow,Hauz Khas,Seed,A ready-to-cook Asian cuisine brand,2021,Undisclosed,461000.0
Fullife Healthcare,Health Care,Undisclosed,Varun Khanna,2021,Undisclosed,
MoEVing,Technology,Undisclosed,"Vikash Mishra, Mragank Jain",2021,Gurugram,
Pristyn Care,Health Care,Series,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,2021,Gurugram,96000000.0
Plix,Health Care,Series,Plant-based nutraceutical firm,2021,Mumbai,5000000.0
Uni Cards,Financial Services,Series,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",2021,Bangalore,70000000.0
Practically,E-learning,Undisclosed,An experiential learning app for grades 6th to 12th.,2021,Hyderabad,5000000.0
Nestasia,Retail,Series,"Artisanal, Handmade, bio conscious crafts from South East Asia.",2021,Kolkata,4000000.0
Vedic Cosmeceuticals,Cosmetics,Series,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,2021,Noida,32000000.0
Juspay,Technology,Series,Enable frictionless payments for the billion Indians.,2021,Bangalore,60000000.0
